epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,13988.2,0.42324,0.48223,0.98611,0.94333,0.93415,0.97198,0.92248,0.34022,0.29801,0.87373,2.82948e-05,2.82948e-05,2.82948e-05
89,14146.9,0.41103,0.47043,0.98467,0.93831,0.94298,0.9706,0.92302,0.33997,0.298,0.8715,2.62752e-05,2.62752e-05,2.62752e-05
90,14306.1,0.41793,0.47873,0.98445,0.93824,0.94618,0.9731,0.92589,0.33362,0.28687,0.86751,2.42556e-05,2.42556e-05,2.42556e-05
91,14475.9,0.33053,0.20988,0.96499,0.93654,0.92685,0.9695,0.91731,0.35169,0.31453,0.88129,2.2236e-05,2.2236e-05,2.2236e-05
92,14638.3,0.32066,0.18935,0.95472,0.92251,0.94795,0.97105,0.91804,0.3511,0.30972,0.87792,2.02164e-05,2.02164e-05,2.02164e-05
93,14800.3,0.31759,0.18101,0.95019,0.93687,0.93559,0.96978,0.92043,0.34282,0.30056,0.87373,1.81968e-05,1.81968e-05,1.81968e-05
94,14961.8,0.30807,0.17888,0.94612,0.94031,0.93162,0.97181,0.92587,0.33864,0.30412,0.87059,1.61772e-05,1.61772e-05,1.61772e-05
95,15123.5,0.30758,0.18312,0.95357,0.92624,0.95349,0.97217,0.9277,0.33413,0.28951,0.86908,1.41576e-05,1.41576e-05,1.41576e-05
96,15285.6,0.30404,0.17677,0.94967,0.93456,0.94576,0.97252,0.92899,0.33397,0.29754,0.86737,1.2138e-05,1.2138e-05,1.2138e-05
97,15447.1,0.29746,0.16837,0.93996,0.93435,0.94371,0.97156,0.92712,0.33406,0.29694,0.86851,1.01184e-05,1.01184e-05,1.01184e-05
98,15608.7,0.29825,0.17095,0.95035,0.93675,0.9451,0.97099,0.92576,0.33119,0.29054,0.86613,8.0988e-06,8.0988e-06,8.0988e-06
99,15770.8,0.2986,0.16868,0.9454,0.94359,0.94098,0.97116,0.9251,0.33325,0.28623,0.86707,6.0792e-06,6.0792e-06,6.0792e-06
100,15931.8,0.29845,0.16629,0.93698,0.94652,0.94188,0.97209,0.92745,0.33398,0.28407,0.868,4.0596e-06,4.0596e-06,4.0596e-06
